0.79,0;0,0.39,0.39;0.39;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.99;30
0.99;0;0;0;0.39;0.39;0;0;0;0.99;0.59;0.99;0.79;0.79;0.79;0.79;20
0.59;0;0;0;0.39;0.39;0;0;0;0.99;0.99;0.99;0.79;0.79;0.79;0.79;20
0.59;0;0;0;0.39;0.39;0;0;0.59;0.99;0.99;0;0.99;0.79;0.79;0.79;20
0.79;0;0;0;0.39;0.39;0;0;0.59;0.59;0.99;0;0.99;0.79;0.79;0.79;30
0.79;0;0;0;0.39;0.39;0;0;0.59;0.59;0.99;0;0.79;0.99;0.79;0.79;30
0.79;0;0;0;0.39;0.39;0;0;0.59;0.59;0.99;0;0.79;0.79;0.99;0.79;30
0.39;0;0;0;0;0.39;0;0;0.59;0.59;0.99;0.79;0.79;0.79;0.99;0.79;10
0.39;0;0;0;0;0.39;0;0;0.59;0.59;0.99;0.79;0.79;0.79;0.99;0.79;10
0.79;0;0;0;0;0.39;0;0;0.59;0.59;0.99;0.79;0.79;0.79;0.99;0.79;10
0.39;0;0;0;0;0.79;0;0;0.59;0.59;0.99;0.79;0.79;0.79;0.99;0.79;10
0.39;0;0;0;0.39;0.79;0;0;0.59;0.59;0.99;0;0.79;0.79;0.79;0.99;10
0.39;0;0;0;0.39;0.39;0;0;0.59;0.59;0.99;0;0.79;0.79;0.79;0.99;10
0.39;0;0;0;0.39;0.39;0;0;0.59;0.59;0.99;0;0.79;0.79;0.79;0.99;10
0.59;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.99;0;0;0.79;0.79;0.79;20
0.39;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.79;10
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.79;0.79;20
0.39;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.79;10
0.39;0;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0.79;0.79;10
0.59;0;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0.79;0.79;20
0.59;0;0;0.39;0.39;0.39;0;0.59;0.59;0.59;0.59;0;0;0;0.79;0.79;20
0.59;0;0;0;0.39;0.39;0.59;0.59;0.59;0.59;0.59;0;0;0;0.79;0.79;10
0.79;0;0;0;0.59;0.39;0.59;0.59;0.59;0.59;0.59;0;0;0;0.79;0.79;30
0.99;0;0;0;0;0.59;0.59;0.59;0.59;0.59;0.59;0;0;0.79;0.79;0.79;30
0.59;0;0;0;0;0.59;0.59;0.59;0.59;0.59;0.59;0;0;0.99;0.79;0.79;10
0.39;0;0;0;0;0.59;0.59;0.59;0.59;0.59;0.59;0;0;0.99;0.79;0.79;10
0.59;0;0;0;0;0.39;0.59;0.59;0.59;0.59;0.59;0;0;0.99;0.79;0.79;20
0.59;0;0;0;0;0.39;0.59;0.59;0.59;0.59;0.59;0;0;0.99;0.79;0.79;10
0.79;0;0;0;0;0.59;0.59;0.59;0.59;0.59;0.59;0;0;0.99;0.79;0.79;30
0.59;0;0;0;0;0.59;0;0.59;0.59;0.59;0.59;0;0.79;0.99;0.79;0.79;20
0.39;0;0;0;0;0.59;0.59;0.59;0.59;0.59;0.59;0;0;0.79;0.99;0.79;10
0.59;0;0;0;0.39;0.59;0.59;0.59;0.59;0.59;0.59;0;0;0;0.79;0.99;10
0.39;0;0;0;0.59;0.39;0.59;0.59;0.59;0.59;0.59;0;0;0;0.79;0.99;10
0.59;0;0;0.39;0.59;0.39;0.59;0.59;0.59;0.59;0.59;0;0;0;0;0.79;20
0.39;0;0;0.39;0.59;0.39;0.59;0.59;0.59;0.59;0.59;0;0;0;0;0.79;10
0.39;0;0.39;0.39;0.59;0.39;0;0.59;0.59;0.59;0.59;0;0;0;0;0.79;10
0.39;0;0.39;0.39;0.39;0.59;0;0.59;0.59;0.59;0.59;0;0;0;0;0.79;10
0.79;0.39;0.39;0.39;0.39;0.59;0;0;0.59;0.59;0.59;0;0;0;0;0.79;30
0.59;0;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0.79;0.79;20
0.39;0;0;0.39;0.39;0.39;0;0.59;0.59;0.59;0.59;0;0;0;0.79;0.79;10
0.39;0;0.39;0.39;0.39;0.39;0;0.59;0.59;0.59;0.59;0;0;0;0;0.79;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0;0.79;30
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0;0.39;30
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.39;0.39;30
0.79;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.39;0.39;30
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.39;0.39;10
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.39;0.39;10
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.79;0.39;20
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0;0.79;20
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0;0.79;20
0.39;0;0.39;0.39;0.39;0.39;0;0.59;0.59;0.59;0.59;0;0;0;0;0.79;10
0.79;0.39;0.39;0.39;0.39;0.39;0;0.59;0.59;0.59;0.59;0;0;0;0;0;30
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0;0.79;30
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.39;0.79;20
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.39;0.79;20
0.79;0.39;0.39;0.39;0.39;0.39;0;0;0;0.39;0.59;0;0;0;0.39;0.79;30
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.39;0;0;0.79;0.39;0.79;20
0.79;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.39;0;0;0;0.79;0.39;30
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.39;0;0;0.79;0.79;0.39;10
0.79;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0;0.79;0.79;0.39;30
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0.79;0.79;0.79;0.39;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0;0.79;0.79;0.79;10
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0;0.79;0.79;0.79;20
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0;0.79;0.79;0.79;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0;0.79;0.79;0.79;10
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0;0.79;0.79;0.79;20
0.99;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.79;0.79;30
0.79;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.99;0.79;0.79;30
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.99;0.79;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.79;0.99;30
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.39;0.79;10
0.99;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.39;0.79;30
0.79;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0;0.99;0.39;0.79;30
0.99;0;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0.79;0.99;0.39;0.79;30
0.79;0;0.39;0.39;0.39;0.39;0;0;0;0;0;0.99;0.79;0.99;0.39;0.79;30
0.79;0;0.39;0.39;0.39;0.39;0;0;0;0;0;0.79;0.99;0.79;0.99;0.39;20
0.39;0;0;0.39;0.39;0.39;0;0;0;0;0.79;0.79;0.99;0.79;0.99;0.39;10
0.59;0;0;0.39;0.39;0.39;0;0;0;0;0.79;0.79;0.99;0.79;0.99;0.39;20
0.59;0;0;0.39;0.39;0.39;0;0;0;0.59;0.79;0;0.79;0.99;0.79;0.99;20
0.99;0;0;0;0.39;0.39;0;0;0.59;0.59;0.79;0;0.79;0.99;0.79;0.99;30
0.99;0;0;0;0.39;0.39;0;0;0.59;0.59;0.79;0;0.99;0.79;0.99;0.79;30
0.79;0;0;0;0.39;0.39;0;0;0.59;0.59;0.79;0;0.99;0.99;0.79;0.99;30
0.79;0;0;0;0.39;0.39;0;0;0.59;0.59;0.79;0;0.79;0.99;0.99;0.79;30
0.79;0;0;0;0.39;0.39;0;0;0.59;0.59;0.79;0;0.79;0.79;0.99;0.99;30
0.59;0;0;0;0.39;0.39;0;0;0.59;0.59;0.79;0;0.79;0.79;0.79;0.99;20
0.39;0;0;0;0.39;0.39;0;0.59;0.59;0.59;0.79;0;0;0.79;0.79;0.79;10
0.79;0;0;0.39;0.39;0.39;0;0.59;0.59;0.59;0.79;0;0;0;0.79;0.79;30
0.59;0;0;0.39;0.39;0.39;0;0.59;0.59;0.59;0.79;0;0;0;0.79;0.79;20
0.79;0;0;0.39;0.39;0.39;0.59;0.59;0.59;0.59;0.79;0;0;0;0;0.79;30
0.39;0;0;0;0.39;0.39;0.59;0.59;0.59;0.59;0.79;0;0;0;0.79;0.79;10
0.59;0;0;0;0.39;0.39;0.59;0.59;0.59;0.59;0.79;0;0;0;0.79;0.79;10
0.79;0;0;0;0.59;0.39;0.59;0.59;0.59;0.59;0.79;0;0;0;0.79;0.79;30
0.59;0;0;0;0;0.59;0.59;0.59;0.59;0.59;0.79;0;0;0.79;0.79;0.79;10
0.39;0;0;0;0;0.59;0.59;0.59;0.59;0.59;0.79;0;0;0.79;0.79;0.79;10
0.79;0;0;0;0;0.39;0.59;0.59;0.59;0.59;0.79;0;0;0.79;0.79;0.79;30
0.59;0;0;0;0;0;0.59;0.59;0.59;0.59;0.79;0;0.79;0.79;0.79;0.79;10
0.59;0;0;0;0;0.59;0.59;0.59;0.59;0.59;0.79;0;0;0.79;0.79;0.79;10
0.59;0;0;0;0.59;0.59;0.59;0.59;0.59;0.59;0.79;0;0;0;0.79;0.79;20
0.59;0;0;0;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0;0;0;0.79;0.79;30
0.39;0;0;0;0.59;0.59;0.59;0.59;0.59;0.59;0.59;0;0;0;0.59;0.79;10
0.79;0;0;0;0.39;0.59;0.59;0.59;0.59;0.59;0.59;0;0;0;0.59;0.79;30
0.39;0;0;0;0.39;0.59;0;0.59;0.59;0.59;0.59;0;0;0.79;0.59;0.79;10
0.79;0;0;0.39;0.39;0.59;0;0;0.59;0.59;0.59;0;0;0.79;0.59;0.79;30
0.79;0;0;0.39;0.39;0.59;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.59;30
0.79;0;0;0;0.39;0.39;0;0;0.59;0.59;0.59;0;0.79;0.79;0.79;0.59;30
0.39;0;0;0;0;0.39;0;0;0.59;0.59;0.59;0.79;0.79;0.79;0.79;0.59;10
0.59;0;0;0;0.39;0.39;0;0;0.59;0.59;0.59;0;0.79;0.79;0.79;0.79;20
0.39;0;0;0;0.39;0.39;0;0;0.59;0.59;0.59;0;0.79;0.79;0.79;0.79;10
0.59;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.79;20
0.39;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.79;10
0.79;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.79;30
0.79;0;0;0;0.39;0.39;0;0;0;0.59;0.59;0.79;0.79;0.79;0.79;0.79;30
0.79;0;0;0;0.39;0.39;0;0;0;0.59;0.59;0.79;0.79;0.79;0.79;0.79;20
0.99;0;0;0;0.39;0.39;0;0;0;0.79;0.59;0.79;0.79;0.79;0.79;0.79;30
0.79;0;0;0;0.39;0.39;0;0;0;0.79;0.59;0.99;0.79;0.79;0.79;0.79;30
0.39;0;0;0;0.39;0.39;0;0;0;0.79;0.59;0.79;0.99;0.79;0.79;0.79;10
0.39;0;0;0.39;0.39;0.39;0;0;0;0;0.79;0.79;0.99;0.79;0.79;0.79;10
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0;0;0.79;0.99;0.79;0.79;0.79;10
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0;0;0.79;0.99;0.79;0.79;0.79;20
0.99;0;0;0.39;0.39;0.39;0;0;0;0;0.59;0.79;0.99;0.79;0.79;0.79;20
0.39;0;0;0.39;0.39;0.39;0;0;0;0;0.99;0.79;0.99;0.79;0.79;0.79;10
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0;0.99;0;0.79;0.99;0.79;0.79;20
0.59;0;0;0.39;0.39;0.39;0;0;0;0.59;0.99;0;0.79;0.99;0.79;0.79;20
0.39;0;0;0;0.39;0.39;0;0;0.59;0.59;0.99;0;0.79;0.99;0.79;0.79;10
0.39;0;0;0;0.39;0.39;0;0;0.59;0.59;0.99;0;0.79;0.99;0.79;0.79;10
0.39;0;0;0;0.39;0.39;0;0;0.59;0.59;0.99;0;0.79;0.99;0.79;0.79;10
0.59;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.99;0;0;0.79;0.99;0.79;20
0.79;0;0;0;0.39;0.39;0;0.59;0.59;0.59;0.99;0;0;0.79;0.99;0.79;30
0.39;0;0;0;0.39;0.39;0;0;0.59;0.59;0.59;0;0.79;0.79;0.99;0.79;10
0.59;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.99;0.79;20
0.39;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.99;10
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.79;0.99;20
0.59;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.99;20
0.59;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.99;20
0.39;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.99;10
0.39;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.99;10
0.79;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.99;30
0.39;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.99;10
0.39;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.99;10
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0.79;0.79;0.79;0.99;20
0.99;0;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0.79;0.79;0.79;0.99;30
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0;0;0.99;0.79;0.79;0.79;0.99;20
0.99;0;0;0.39;0.39;0.39;0;0;0;0;0.59;0.99;0.79;0.79;0.79;0.99;30
0.39;0;0;0.39;0.39;0.39;0;0;0;0;0.59;0.99;0.99;0.79;0.79;0.79;10
0.79;0;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0.99;0.99;0.79;0.79;30
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0.79;0.99;0.99;0.79;20
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.99;0.99;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0;0.79;0.99;0.99;10
0.79;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0;0.79;0.99;0.99;30
0.99;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0;0.79;0.79;0.99;30
0.99;0;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0.99;0.79;0.79;0.99;30
0.39;0;0;0.39;0.39;0.39;0;0;0;0;0.59;0.99;0.99;0.79;0.79;0.99;10
0.39;0;0;0.39;0.39;0.39;0;0;0;0;0.59;0.99;0.99;0.79;0.79;0.99;10
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0;0;0.99;0.99;0.79;0.79;0.99;10
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0;0;0.99;0.99;0.79;0.79;0.99;10
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0;0;0.99;0.99;0.79;0.79;0.99;20
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0.99;0.99;0.79;0.79;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0;0.99;0.99;0.79;20
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0;0.39;0.59;0;0;0;0.99;0.99;20
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.39;0;0;0;0.99;0.99;20
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.99;0.99;20
0.79;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0;0.99;30
0.59;0;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0.79;0.99;20
0.59;0;0;0.39;0.39;0.39;0;0.59;0.59;0.59;0.59;0;0;0;0.79;0.99;20
0.99;0;0;0.39;0.39;0.39;0;0.59;0.59;0.59;0.59;0;0;0;0.79;0.99;30
0.39;0;0;0.39;0.39;0.39;0;0.59;0.59;0.59;0.59;0;0;0;0.99;0.79;10
0.79;0;0.39;0.39;0.39;0.39;0;0.59;0.59;0.59;0.59;0;0;0;0;0.99;30
0.39;0;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0.79;0.99;10
0.39;0;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0.79;0.99;10
0.39;0;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0.79;0.99;10
0.79;0;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0.79;0.99;30
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.79;0.99;20
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.79;0.99;20
0.79;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.99;30
0.39;0;0;0;0.39;0.39;0;0;0.59;0.59;0.59;0;0.79;0.79;0.79;0.99;10
0.59;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.99;20
0.59;0;0;0;0.39;0.39;0;0;0.59;0.59;0.59;0;0.79;0.79;0.79;0.99;20
0.79;0;0;0;0.39;0.39;0;0.59;0.59;0.59;0.59;0;0;0.79;0.79;0.79;30
0.79;0;0;0;0.39;0.39;0;0;0.59;0.59;0.59;0;0.79;0.79;0.79;0.79;30
0.79;0;0;0;0.39;0.39;0;0;0;0.59;0.59;0.79;0.79;0.79;0.79;0.79;10
0.79;0;0;0;0.79;0.39;0;0;0;0.59;0.59;0.79;0.79;0.79;0.79;0.79;30
0.79;0;0;0;0.79;0.39;0;0;0;0.59;0.59;0.79;0.79;0.79;0.79;0.79;30
0.39;0;0;0;0.79;0.39;0;0;0;0.59;0.59;0.79;0.79;0.79;0.79;0.79;10
0.39;0;0;0;0.39;0.79;0;0;0;0.59;0.59;0.79;0.79;0.79;0.79;0.79;10
0.79;0;0;0.39;0.39;0.79;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.79;30
0.39;0;0;0;0.39;0.39;0;0;0;0.59;0.59;0.79;0.79;0.79;0.79;0.79;10
0.39;0;0;0;0.39;0.39;0;0;0;0.59;0.59;0.79;0.79;0.79;0.79;0.79;10
0.79;0;0;0.39;0.39;0.39;0;0;0;0;0.59;0.79;0.79;0.79;0.79;0.79;20
0.79;0;0;0;0.39;0.39;0;0;0;0.79;0.59;0.79;0.79;0.79;0.79;0.79;20
0.39;0;0;0;0.39;0.39;0;0;0;0.79;0.79;0.79;0.79;0.79;0.79;0.79;10
0.79;0;0;0;0.39;0.39;0;0;0;0.79;0.79;0.79;0.79;0.79;0.79;0.79;20
0.39;0;0;0;0.39;0.39;0;0;0;0.79;0.79;0.79;0.79;0.79;0.79;0.79;10
0.59;0;0;0.39;0.39;0.39;0;0;0;0;0.79;0.79;0.79;0.79;0.79;0.79;20
0.59;0;0;0.39;0.39;0.39;0;0;0;0;0.59;0.79;0.79;0.79;0.79;0.79;20
0.79;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.79;30
0.99;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.79;30
0.79;0;0;0.39;0.39;0.39;0;0;0;0;0.59;0.99;0.79;0.79;0.79;0.79;20
0.79;0;0;0;0.39;0.39;0;0;0;0.79;0.59;0.99;0.79;0.79;0.79;0.79;10
0.39;0;0;0;0.79;0.39;0;0;0;0.79;0.59;0.99;0.79;0.79;0.79;0.79;10
0.59;0;0;0;0.39;0.79;0;0;0;0.79;0.59;0.99;0.79;0.79;0.79;0.79;20
0.39;0;0;0;0.39;0.79;0;0;0;0.59;0.79;0.99;0.79;0.79;0.79;0.79;10
0.39;0;0;0.39;0.39;0.79;0;0;0;0.59;0.79;0;0.99;0.79;0.79;0.79;10
0.79;0;0.39;0.39;0.39;0.79;0;0;0;0.59;0.79;0;0;0.99;0.79;0.79;30
0.39;0;0.39;0.39;0.39;0.79;0;0;0;0.59;0.79;0;0;0.79;0.99;0.79;10
0.79;0.39;0.39;0.39;0.39;0.79;0;0;0;0.59;0.79;0;0;0;0.79;0.99;30
0.79;0.39;0.39;0.39;0.39;0.79;0;0;0;0;0.59;0;0;0.79;0.79;0.99;30
0.59;0.39;0.39;0.39;0.39;0.79;0;0;0;0;0;0;0.79;0.79;0.79;0.99;20
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0.79;0.79;0.79;0.99;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0;0;0.79;0.79;0.79;0.99;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0;0;0.79;0.79;0.79;0.99;20
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.39;0;0;0.79;0.79;0.79;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.39;0;0;0.79;0.79;0.79;20
0.79;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.39;0;0;0.79;0.79;0.79;30
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0;0;0.79;0.79;0.79;0.79;20
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0.79;0.79;0.79;0.79;20
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.79;0.79;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.79;0.79;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.79;0.79;10
0.79;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.79;0.79;30
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.79;0.79;20
0.99;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.79;30
0.39;0;0;0;0.39;0.39;0;0;0.59;0.59;0.59;0;0.99;0.79;0.79;0.79;10
0.39;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.99;0.79;0.79;0.79;10
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.99;0.79;0.79;20
0.79;0;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0.99;0.79;30
0.79;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.99;0.79;30
0.59;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.79;0.99;20
0.39;0;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0.79;0.79;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0;0.79;10
0.99;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0;0.79;30
0.79;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0;0.99;30
0.79;0;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0;0.79;0.99;30
0.79;0;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0.79;0.79;0.99;30
0.39;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.99;10
0.59;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.99;20
0.39;0;0;0;0.39;0.39;0;0;0.59;0.59;0.59;0;0.79;0.79;0.79;0.99;10
0.79;0;0;0.39;0.39;0.39;0;0;0.59;0.59;0.59;0;0;0.79;0.79;0.79;30
0.39;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.79;10
0.39;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.79;10
0.39;0;0;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0.79;0.79;0.79;0.79;10
0.79;0;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0.79;0.79;0.79;0.79;30
0.39;0;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0.79;0.79;0.79;0.79;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.59;0;0;0.79;0.79;0.79;20
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0;0.39;0;0;0.79;0.79;0.79;20
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0.39;0.39;0;0;0;0.79;0.79;20
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0;0.39;0.39;0;0;0;0.79;0.79;20
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.39;0.39;0;0;0;0;0.79;30
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.39;0.39;0;0;0;0;0.39;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.39;0.39;0;0;0;0;0.39;30
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.39;0;0;0;0.39;0.39;20
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.39;0;0;0;0;0.39;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.39;0;0;0;0;0.39;30
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0.59;0.59;0.39;0;0;0;0;0.39;30
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.39;0.39;30
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.39;0.39;10
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.39;0.39;30
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.39;0.39;30
0.39;0.39;0.39;0.39;0.39;0.39;0;0;0;0.59;0.59;0;0;0;0.39;0.39;20
0.59;0.39;0.39;0.39;0.39;0.39;0;0;0;0.39;0.59;0;0;0;0.39;0.39;20
